"","Response_fauna","AIC_freq","AIC_rooting"
"1","sp_richness","105.878870113766","104.56824769168"
"2","div_simson","-7.44656493470011","-8.2107530664148"
"3","Tr_rasen_sp_richness","90.2414880509307","87.0297856891162"
"4","Rl_sp_richness","89.952111581883","88.0636567024149"
"5","Proportion_tr_rasen_specialist","42.4363066573827","42.76961148904"
"6","Proportion_Rl_b_123GV","25.2275385510581","25.0685948305997"
"7","Summed_Abundances_Lizard","105.34268078231","103.62696261914"
